code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain
Нц-45-1436,Изразец,Изразца красноглиняного с рельефным орнаментом фр-т,керамика,"8,7+ x 16,8 x 6,1+ см",Фрагмент,Шлак/ гориз.6,,,data/raw/images/Нц-45-1436_orig.jpg,startswith,1,Нц-45-1436,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-45-1463,Изразец,"Изразца красноглиняного с коричневой поливой и рельефным растительным орнаментом типа ""Подсолнухи"" фр-т",керамика,"9,5+ x 16,5+ см",Фрагмент,Слой разрушения/ гориз.12,,,data/raw/images/Нц-45-1463_orig.jpg,startswith,1,Нц-45-1463,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-45-1564,Миска,Миски  красноглиняного со следами темной поливы с белой росписью внутри венчика фр-т,керамика,D29 см,Фрагмент,Светло-серая супесь с включением дерна/ гориз.10,,,data/raw/images/Нц-45-1564_orig.jpg,startswith,1,Нц-45-1564,Керамика,миска,0,венчик,0,фрагмент,0,0,0
Нц-46-137,Тарелка,Тарелки фаянсовой полихромной росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D32 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-137_orig.jpg,startswith,1,Нц-46-137,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-46-144,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи клейменной донца фр-т зеленое надглазурное клеймо «Т-ва  И.Е. Кузнецова» на Волхове),фаянс,D14 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-144_orig.jpg,startswith,1,Нц-46-144,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
Нц-46-148,Изразец,Изразца красноглиняного с белой поливой снаружи пластины с румпой фр-т,керамика,"13 х 9 х 1,3 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-148_orig.jpg,startswith,1,Нц-46-148,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-46-152,Миска,Миски фаянсовой с синей и белой поливой внутри и белой поливой снаружи профиля фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-152_orig.jpg,startswith,1,Нц-46-152,Фаянс,миска,0,профиль,0,фрагмент,0,0,0
Нц-46-193,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи профиля фр-т,фаянс,D25 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-193_orig.jpg,startswith,1,Нц-46-193,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нц-46-225,Тарелка,Тарелки фаянсовой с золотой росписью по белой поливе внутри и белой поливой снаружи края фр-т,фаянс,D16 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-225_orig.jpg,startswith,1,Нц-46-225,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-46-253,Блюдце,Блюдца фарфорового профиля фр-т,фарфор,D15 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-253_orig.jpg,startswith,1,Нц-46-253,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0
Нц-46-374,Тарелка,Тарелки фаянсовой с черной росписью по белой поливе внутри и белой поливой снаружи профиля фр-т,фаянс,D11 см,Фрагмент,Шлак,,,data/raw/images/Нц-46-374_orig.jpg,startswith,1,Нц-46-374,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
Нц-46-437,Крышка,Крышки сосуда красноглиняного с прозрачной поливой снаружи фр-т,керамика,"9,2 х 7,1 см",Фрагмент,Шлак,,,data/raw/images/Нц-46-437_orig.jpg,startswith,1,Нц-46-437,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0
Нц-47-324,Изразец,Изразца красноглиняного орнаментированного с черной поливой фр-т,керамика,,Фрагмент,,,,data/raw/images/Нц-47-324_orig.jpg,startswith,1,Нц-47-324,Глина,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-48-016,Изразец,Изразца красноглиняного с белой поливой и росписью фр-т,керамика,15 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-48-016_orig.jpg,startswith,1,Нц-48-016,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-48-027,Тарелка,Тарелки красноглиняной с коричневой поливой внутри фр-т,керамика,D11 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-48-027_orig.jpg,startswith,1,Нц-48-027,Керамика,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-48-342,Миска,Миски фаянсовой с серебристой поливой снаружи и внутри венчика фр-т,фаянс,"D15,5 см",Фрагмент,"Темно-серая гумусированная супесь/ гориз.6, 7",,,data/raw/images/Нц-48-342_orig.jpg,startswith,1,Нц-48-342,Фаянс,миска,0,венчик,0,фрагмент,0,0,0
Нц-48-376,Изразец,"Изразца печного красноглиняного ""муравленого"" горшковидного типа орнаментированного со светло-зеленой  поливой снаружи  фр-т",керамика,6.1+ х 5.8+ х 0.9 см,Фрагмент,Серо-желтая супесь/ гориз.3,,,data/raw/images/Нц-48-376_orig.jpg,startswith,1,Нц-48-376,Керамика,изразец,0,донце,0,фрагмент,0,0,0
Нц-49-011,Изразец,Изразца углового красноглиняного с белой поливой румпы фр-т,керамика,,Фрагмент,Строительный мусор,,,data/raw/images/Нц-49-011_orig.jpg,startswith,1,Нц-49-011,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-52-002,Изразец,Изразца красноглиняного с фрагментами коричневой поливы по внешней стороне румпы фр-т,керамика,D9 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-52-002_orig.jpg,startswith,1,Нц-52-002,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-52-221,Изразец,Изразца красноглиняного орнаментированного с коричневой поливой фр-т,керамика,18.6 х 18.6 х 6.2 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-52-221_orig.jpg,startswith,1,Нц-52-221,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-52-255,Тарелка,Тарелки белоглиняной с рельефным орнаментом с желтой поливой снаружи и внутри края фр-т,керамика,D19.5 см,Фрагмент,Серо-желтая супесь/ гориз.2,,,data/raw/images/Нц-52-255_orig.jpg,startswith,1,Нц-52-255,Керамика,тарелка,0,часть не указана,1,фрагмент,0,0,0
Нц-52-397,Изразец,Изразца горшковидного красноглиняного фр-т,керамика,10.3 х 6.5 х 1.1 см,Фрагмент,Погребенная почва/ гориз.4,,,data/raw/images/Нц-52-397_orig.jpg,startswith,1,Нц-52-397,Керамика,изразец,0,донце,0,фрагмент,0,0,0
Нц-52-514,Изразец,Изразца красноглиняного с голубым орнаментом по белой поливе фр-т,керамика,27.8 х 11.6 х 5 см,Фрагмент,Строительный мусор/ гориз.1,,,data/raw/images/Нц-52-514_orig.jpg,startswith,1,Нц-52-514,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нц-53-067,Изразец,Изразца красноглиняного рамочного с коричневой поливой снаружи угловой части с румпой фр-т ,керамика,"6,5+ х 4+ см",Фрагмент,Супесь светло-серая/ гориз.3,,,data/raw/images/Нц-53-067_orig.jpg,startswith,1,Нц-53-067,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
Нейш3А-2018-0108,Крышка,Крышки фаянсовой с цветочным орнаментом  фр-т,фаянс,6х6 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0108_orig.jpg,startswith,1,Нейш3А-2018-0108,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0
Нейш3А-2018-0117,Тарелка,Тарелки фарфоровой клейменой профиль,фарфор,Д=14 см,Фрагмент,Современный строительный мусор,,,data/raw/images/Нейш3А-2018-0117_orig.jpg,startswith,1,Нейш3А-2018-0117,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
