code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,split
КБ-2014-Р2-0559,Тарелка,Тарелка миниатюрная фарфоровая с полихромной растительной росписью внутри фр-ая,фарфор,"Двен=8; Ддон=3,8; выс=1,3 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0559_orig.jpg,startswith,1,КБ-2014-Р2-0559,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
КБ-2014-Р2-0566,Тарелка,"Тарелка фаянсовая с синим геометрическим орнаментом внутри и клеймом на донце, фр-ая",фаянс,"Двен=26,5; Ддон=15; выс=3,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0566_orig.jpg,startswith,1,КБ-2014-Р2-0566,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0568,Плитка,Плитка керамическая с клеймом,керамика,5 х 5 х 1 см,Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0568_orig.jpg,startswith,1,КБ-2014-Р2-0568,Керамика,прочее,1,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0571,Миска,Миска фаянсовая с черной поливой снаружи и внутри фр-ая,фаянс,"Двен=13; Ддон=8,5; выс=6,5 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0571_orig.jpg,startswith,1,КБ-2014-Р2-0571,Фаянс,миска,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р2-0574,Крышка,Сосуда фаянсового с черной поливой снаружи и внутри крышки венчика фр-т,фаянс,Д=35 см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0574_orig.jpg,startswith,1,КБ-2014-Р2-0574,Фаянс,крышка,0,венчик,0,фрагмент,0,0,0,train
КБ-2014-Р2-0576,Миска,"Миски красноглиняной с белым ангобом снаружи и внутри с зеленой люстровой поливой, профиль",керамика,Двен=15; Ддон=6; выс=4 см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0576_orig.jpg,startswith,1,КБ-2014-Р2-0576,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0596,Блюдце,"Блюдца фаянсового с белой поливой снаружи и внутри с красным растительным орнаментом и клеймом на донце, профиль",фаянс,Двен=14; Ддон=8; выс=3 см,Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0596_orig.jpg,startswith,1,КБ-2014-Р2-0596,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,val
КБ-2014-Р2-0597,Блюдце,"Блюдца фаянсового с белой поливой снаружи и внутри с зеленым растительным орнаментом и клеймом на донце, профиль",фаянс,Двен=14; Ддон=8; выс=3 см,Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0597_orig.jpg,startswith,1,КБ-2014-Р2-0597,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0603,Изразец,Изразец фигурный красноглиняный с белой поливой,керамика,"6,5 х 5,5 х 3,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0603_orig.jpg,startswith,1,КБ-2014-Р2-0603,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0605,Крышка,Сосуда фаянсового с белой поливой снаружи и внутри венчика крышки фр-т,фаянс,"Двен=16; выс=6,5 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0605_orig.jpg,startswith,1,КБ-2014-Р2-0605,Фаянс,крышка,0,венчик,0,фрагмент,0,0,0,train
КБ-2014-Р2-0607,Тарелка,Тарелка миниатюрная фарфоровая с черным линейным орнаментом внутри,фарфор,"Двен=9,5; Ддон=5,5; выс=1,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0607_orig.jpg,startswith,1,КБ-2014-Р2-0607,Фарфор,тарелка,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0612,Крышка,Сосуда фарфорового с синим и золотым линейным орнаментом снаружи крышка,фарфор,"Д=3; выс=2,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0612_orig.jpg,startswith,1,КБ-2014-Р2-0612,Фарфор,крышка,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0616,Блюдце,"Блюдце фаянсовое с белой поливой снаружи и внутри с синим и черным линейным орнаментом и клеймом на донце, профиль",фаянс,"Двен=15; Ддон=9,5; выс=3 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0616_orig.jpg,startswith,1,КБ-2014-Р2-0616,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0632,Изразец,Изразец фигурный красноглиняный с белой поливой,керамика,"7,8 х 7 х 6 см",Целый,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0632_orig.jpg,startswith,1,КБ-2014-Р2-0632,Керамика,изразец,0,часть не указана,1,целый,0,0,0,test
КБ-2014-Р2-0638,Блюдце,"Блюдца фарфорового с золотым линейным орнаментом внутри, с клеймом на донце, профиль",фарфор,Двен=16; Ддон=9; выс=3 см,Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0638_orig.jpg,startswith,1,КБ-2014-Р2-0638,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0643,Крышка,Сосуда парфюмерного (?) прямоугольного прозрачного стекла крышка с рельефной надписью сверху фр-ая,стекло,"7 х 4,6 х 1,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0643_orig.jpg,startswith,1,КБ-2014-Р2-0643,Стекло,крышка,0,часть не указана,1,фрагмент,0,0,1,train
КБ-2014-Р2-0646,Блюдце,"Блюдце фарфоровое с золотым линейным и рельефным орнаментом внутри, с клеймом на донце фр-ое",фарфор,"Двен=14,5; Ддон=8,5; выс=3 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0646_orig.jpg,startswith,1,КБ-2014-Р2-0646,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0651,Миска,Миски белоглиняной с обваром снаружи и внутри профиль,керамика,"Двен=23; Ддон=15; выс=5,5 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0651_orig.jpg,startswith,1,КБ-2014-Р2-0651,Керамика,миска,0,профиль,0,фрагмент,0,0,0,test
КБ-2014-Р2-0656,Миска,Миски белоглиняной с зеленой поливой снаружи и внутри профиль,керамика,Двен=22; Ддон=10; выс=10 см,Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0656_orig.jpg,startswith,1,КБ-2014-Р2-0656,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0668,Блюдце,Сосуда (блюдца ?) фарфорового с золотым линейным орнаментом внутри донца с клеймом фр-т,фарфор,,Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0668_orig.jpg,startswith,1,КБ-2014-Р2-0668,Фарфор,блюдце,0,донце,0,фрагмент,0,0,1,train
КБ-2014-Р2-0701,Изразец,Изразца (?) красноглиняного в виде колонны на постаменте фр-т,керамика,"7,5+ х 6+ х 5+ см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0701_orig.jpg,startswith,1,КБ-2014-Р2-0701,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,1,train
КБ-2014-Р2-0708,Тарелка,Тарелки фарфоровой с зеленым орнаментом внутри профиль,фарфор,Двен=25; Ддон=12; выс=5 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0708_orig.jpg,startswith,1,КБ-2014-Р2-0708,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0712,Тарелка,"Тарелки фаянсовой с белой поливой снаружи и внутри с красным линейным орнаментом и рельефным краем, с клеймом на донце, профиль",фаянс,"Двен=19; Ддон=10; выс=2,5 см",Фрагмент,Слой 2а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0712_orig.jpg,startswith,1,КБ-2014-Р2-0712,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0717,Крышка,Сосуда фаянсового с белой поливой внутри и снаружи с золотым линейным орнаментом крышка фр-ая,фаянс,Д=8; выс=5 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0717_orig.jpg,startswith,1,КБ-2014-Р2-0717,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р2-0755,Изразец,Изразец (?) полуколонна красноглиняный с рельефным орнаментом фр-ый,керамика,24+ х 8+ х 2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0755_orig.jpg,startswith,1,КБ-2014-Р2-0755,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,1,train
КБ-2014-Р2-0773,Миска,Миска красноглиняная с белым ангобом снаружи и полихромной поливой внутри,керамика,Двен=15; Ддон= 7; выс=4 см,Целый,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0773_orig.jpg,startswith,1,КБ-2014-Р2-0773,Керамика,миска,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0780,Крышка,Сосуда фаянсового с белой поливой снаружи и внутри крышка с навершием в виде цветка фр-ая,фаянс,"Д=3,3; выс=3,5 см",Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0780_orig.jpg,startswith,1,КБ-2014-Р2-0780,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р2-0782,Тарелка,Тарелки фаянсовой с черной поливой снаружи и внутри профиль с рельефным краем,фаянс,Двен=25; Ддон=13; выс=4 см,Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0782_orig.jpg,startswith,1,КБ-2014-Р2-0782,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
